"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,0.52665,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,0.52744,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,0.54394,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,0.55641,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,0.56119,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,0.56291,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,0.55836,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,0.55628,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,0.55818,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,0.5626,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.56363,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.56436,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.5695,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,0.56798,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,0.57188,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,0.58084,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,0.5867,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,0.58576,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,0.58006,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,0.57371,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,0.58277,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,0.58976,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,0.59073,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,0.58825,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,0.5889,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,0.58929,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,0.57468,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,0.5136,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,0.40613,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,0.37907,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,0.3975,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,0.39773,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,0.37226,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.3621,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.35674,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.34567,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,0.33513,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.31081,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.29442,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,0.2931,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,0.28119,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,0.30911,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,0.38187,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,0.51857,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.51871,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.5225,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.54683,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.62842,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.75629,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.64355,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.63868,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.74619,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.80519,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.80093,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.80618,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.87483,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.90444,,
"IR3TIB","Short-term interest rates, Per cent per annum","GBR","United Kingdom","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.91822,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-01","Jan-1979","PC","Percentage","0","Units",,,11.12,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-02","Feb-1979","PC","Percentage","0","Units",,,12.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-03","Mar-1979","PC","Percentage","0","Units",,,12.46,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-04","Apr-1979","PC","Percentage","0","Units",,,11.46,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-05","May-1979","PC","Percentage","0","Units",,,11.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-06","Jun-1979","PC","Percentage","0","Units",,,11.73,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-07","Jul-1979","PC","Percentage","0","Units",,,13.43,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-08","Aug-1979","PC","Percentage","0","Units",,,13.58,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-09","Sep-1979","PC","Percentage","0","Units",,,13.29,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-10","Oct-1979","PC","Percentage","0","Units",,,13.26,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-11","Nov-1979","PC","Percentage","0","Units",,,13.21,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1979-12","Dec-1979","PC","Percentage","0","Units",,,15.58,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-01","Jan-1980","PC","Percentage","0","Units",,,17.1,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-02","Feb-1980","PC","Percentage","0","Units",,,17.41,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-03","Mar-1980","PC","Percentage","0","Units",,,17.19,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-04","Apr-1980","PC","Percentage","0","Units",,,16.92,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-05","May-1980","PC","Percentage","0","Units",,,17.01,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-06","Jun-1980","PC","Percentage","0","Units",,,18.32,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-07","Jul-1980","PC","Percentage","0","Units",,,17.67,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-08","Aug-1980","PC","Percentage","0","Units",,,16.36,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-09","Sep-1980","PC","Percentage","0","Units",,,16.32,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-10","Oct-1980","PC","Percentage","0","Units",,,17.34,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-11","Nov-1980","PC","Percentage","0","Units",,,15.29,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1980-12","Dec-1980","PC","Percentage","0","Units",,,13.83,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-01","Jan-1981","PC","Percentage","0","Units",,,13.9,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-02","Feb-1981","PC","Percentage","0","Units",,,14.13,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-03","Mar-1981","PC","Percentage","0","Units",,,14.28,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-04","Apr-1981","PC","Percentage","0","Units",,,11.69,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-05","May-1981","PC","Percentage","0","Units",,,11.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-06","Jun-1981","PC","Percentage","0","Units",,,10.32,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-07","Jul-1981","PC","Percentage","0","Units",,,11.93,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-08","Aug-1981","PC","Percentage","0","Units",,,12.6,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-09","Sep-1981","PC","Percentage","0","Units",,,13.12,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-10","Oct-1981","PC","Percentage","0","Units",,,15.99,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-11","Nov-1981","PC","Percentage","0","Units",,,15.64,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1981-12","Dec-1981","PC","Percentage","0","Units",,,13.55,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-01","Jan-1982","PC","Percentage","0","Units",,,14.23,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-02","Feb-1982","PC","Percentage","0","Units",,,14.3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-03","Mar-1982","PC","Percentage","0","Units",,,13.81,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-04","Apr-1982","PC","Percentage","0","Units",,,12.4,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-05","May-1982","PC","Percentage","0","Units",,,13.13,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-06","Jun-1982","PC","Percentage","0","Units",,,12.84,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-07","Jul-1982","PC","Percentage","0","Units",,,12.68,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-08","Aug-1982","PC","Percentage","0","Units",,,11.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-09","Sep-1982","PC","Percentage","0","Units",,,11,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-10","Oct-1982","PC","Percentage","0","Units",,,10.43,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-11","Nov-1982","PC","Percentage","0","Units",,,9.37,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1982-12","Dec-1982","PC","Percentage","0","Units",,,10.71,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-01","Jan-1983","PC","Percentage","0","Units",,,11.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-02","Feb-1983","PC","Percentage","0","Units",,,11.34,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-03","Mar-1983","PC","Percentage","0","Units",,,11.05,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-04","Apr-1983","PC","Percentage","0","Units",,,10.57,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-05","May-1983","PC","Percentage","0","Units",,,10.34,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-06","Jun-1983","PC","Percentage","0","Units",,,9.83,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-07","Jul-1983","PC","Percentage","0","Units",,,9.23,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-08","Aug-1983","PC","Percentage","0","Units",,,9.22,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-09","Sep-1983","PC","Percentage","0","Units",,,9.81,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-10","Oct-1983","PC","Percentage","0","Units",,,9.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-11","Nov-1983","PC","Percentage","0","Units",,,9.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1983-12","Dec-1983","PC","Percentage","0","Units",,,8.99,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-01","Jan-1984","PC","Percentage","0","Units",,,9.14,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-02","Feb-1984","PC","Percentage","0","Units",,,9.24,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-03","Mar-1984","PC","Percentage","0","Units",,,9.06,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-04","Apr-1984","PC","Percentage","0","Units",,,8.53,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-05","May-1984","PC","Percentage","0","Units",,,7.35,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-06","Jun-1984","PC","Percentage","0","Units",,,8.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-07","Jul-1984","PC","Percentage","0","Units",,,11.28,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-08","Aug-1984","PC","Percentage","0","Units",,,11.54,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-09","Sep-1984","PC","Percentage","0","Units",,,10.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-10","Oct-1984","PC","Percentage","0","Units",,,10.57,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-11","Nov-1984","PC","Percentage","0","Units",,,10.17,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1984-12","Dec-1984","PC","Percentage","0","Units",,,9.19,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-01","Jan-1985","PC","Percentage","0","Units",,,11.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-02","Feb-1985","PC","Percentage","0","Units",,,14.05,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-03","Mar-1985","PC","Percentage","0","Units",,,14.6,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-04","Apr-1985","PC","Percentage","0","Units",,,13.3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-05","May-1985","PC","Percentage","0","Units",,,12.68,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-06","Jun-1985","PC","Percentage","0","Units",,,12.72,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-07","Jul-1985","PC","Percentage","0","Units",,,12.66,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-08","Aug-1985","PC","Percentage","0","Units",,,11.94,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-09","Sep-1985","PC","Percentage","0","Units",,,11.57,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-10","Oct-1985","PC","Percentage","0","Units",,,11.72,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-11","Nov-1985","PC","Percentage","0","Units",,,11.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1985-12","Dec-1985","PC","Percentage","0","Units",,,11.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-01","Jan-1986","PC","Percentage","0","Units",,,11.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-02","Feb-1986","PC","Percentage","0","Units",,,12.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-03","Mar-1986","PC","Percentage","0","Units",,,12.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-04","Apr-1986","PC","Percentage","0","Units",,,11.43,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-05","May-1986","PC","Percentage","0","Units",,,10.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-06","Jun-1986","PC","Percentage","0","Units",,,10.27,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-07","Jul-1986","PC","Percentage","0","Units",,,10.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-08","Aug-1986","PC","Percentage","0","Units",,,10,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-09","Sep-1986","PC","Percentage","0","Units",,,9.38,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-10","Oct-1986","PC","Percentage","0","Units",,,9.88,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-11","Nov-1986","PC","Percentage","0","Units",,,10.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1986-12","Dec-1986","PC","Percentage","0","Units",,,10.83,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-01","Jan-1987","PC","Percentage","0","Units",,,11.03,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-02","Feb-1987","PC","Percentage","0","Units",,,11.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-03","Mar-1987","PC","Percentage","0","Units",,,10.79,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-04","Apr-1987","PC","Percentage","0","Units",,,9.86,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-05","May-1987","PC","Percentage","0","Units",,,8.87,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-06","Jun-1987","PC","Percentage","0","Units",,,9,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-07","Jul-1987","PC","Percentage","0","Units",,,8.8,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-08","Aug-1987","PC","Percentage","0","Units",,,9.02,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-09","Sep-1987","PC","Percentage","0","Units",,,9.62,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","GBR","United Kingdom","M","Monthly","1987-10","Oct-1987","PC","Percentage","0","Units",,,9.62,,
